FIRE_YEAR,LONGITUDE,LATITUDE,intensity
2000,-126.6663,54.3805,0.01
2000,-126.6456,54.897,0.1
2000,-126.614,50.6442,0.001
2000,-126.611,50.5352,0.1
2000,-126.6088,50.937,0.01
2000,-126.5907,50.2052,0.01
2000,-126.5883,50.2167,0.01
2000,-126.5342,52.3905,0
2000,-126.4902,51.0896,0.01
2000,-126.4517,54.13,0.5
2000,-126.4453,51.9872,0
2000,-126.4383,51.7902,0.01
2000,-126.4,50.4333,6.5
2000,-126.3833,50.7167,3.5
2000,-126.3513,55.0203,0.01
2000,-126.312,50.741,5
2000,-126.3,54.5,0.01
2000,-126.2073,55.0842,0.01
2000,-126.2,52.8667,0
2000,-126.1932,52.8472,2
2000,-126.1903,54.4532,0.01
2000,-126.1667,50.8333,0
2000,-126.1527,58.3512,5
2000,-126.0904,55.1647,0.5
2000,-126.0667,52.3667,0
2000,-126.0417,57.788,14
2000,-126,49.6333,0
2000,-126,55.5,0
2000,-125.9762,50.0627,0
2000,-125.9717,50.0697,0.1
2000,-125.9643,54.054,0.01
2000,-125.9418,52.4068,0.009
2000,-125.9217,52.3675,0.001
2000,-125.8835,50.1783,0.01
2000,-125.8804,53.9699,1
2000,-125.8281,54.2877,0
2000,-125.8038,57.4391,0
2000,-125.7817,54.0556,1.7
2000,-125.7508,49.9843,0.1
2000,-125.75,52.8833,110
2000,-125.75,53.5833,0.01
2000,-125.7383,53.7197,2
2000,-125.7333,49.8667,0.009
2000,-125.7242,54.2411,0.01
2000,-125.7217,54.228,0.01
2000,-125.6827,53.9834,6.5
2000,-125.6257,50.0579,0.01
2000,-125.615,52.8783,0.5
2000,-125.5833,55.0833,0.1
2000,-125.5775,49.7685,0.1
2000,-125.5568,51.7335,0
2000,-125.5502,52.0333,680
2000,-125.55,49.6833,0
2000,-125.5333,50.2167,0.3
2000,-125.5332,50.0674,0.01
2000,-125.5252,49.0912,0.5
2000,-125.5173,54.1922,6
2000,-125.4965,50.184,0.1
2000,-125.4926,53.9066,0.35
2000,-125.4917,50.035,0
2000,-125.4717,49.7742,0.1
2000,-125.4483,49.9866,0.001
2000,-125.4333,52.95,0
2000,-125.4293,52.4633,1
2000,-125.4,50.059,0.001
2000,-125.3963,50.0257,0.1
2000,-125.3927,50.4342,0.1
2000,-125.3913,50.0151,0.1
2000,-125.389,56.2565,12
2000,-125.3542,52.4681,0.1
2000,-125.35,49.6833,0
2000,-125.3467,52.4693,10
2000,-125.3333,50.0333,1
2000,-125.325,52.5167,0
2000,-125.3005,50.1265,0.01
2000,-125.3,49.75,0
2000,-125.3,52.45,0
2000,-125.2994,52.4609,0.5
2000,-125.2967,52.46,0
2000,-125.2935,50.0245,0.001
2000,-125.2874,50.0365,0
2000,-125.285,52.46,3
2000,-125.2833,52.4667,0
2000,-125.2733,49.9083,0
2000,-125.2708,50.0555,0.1
2000,-125.2672,50.1017,0.1
2000,-125.2667,52.4667,0
2000,-125.2504,49.8703,0.25
2000,-125.25,50.2,0
2000,-125.2417,52.15,0
2000,-125.2008,52.2467,0.2
2000,-125.2,49.8667,0.1
2000,-125.184,49.9235,0
2000,-125.1833,49.9167,0.001
2000,-125.1833,52.27,0
2000,-125.1822,49.9133,0
2000,-125.1783,53.5542,0.1
2000,-125.1667,49.6167,0
2000,-125.1667,49.7118,0.001
2000,-125.1667,49.7592,0.001
2000,-125.1418,54.5537,0.1
2000,-125.141,50.4183,NA
2000,-125.1378,57.2592,6
2000,-125.1008,49.2837,0.01
2000,-125.089,53.9343,0.1
2000,-125.087,49.2187,0
2000,-125.0813,50.1922,0.001
2000,-125.077,49.6558,0.1
2000,-125.0724,49.7101,0.25
2000,-125.072,49.6895,0.01
2000,-125.0703,49.7423,0
2000,-125.0699,49.6596,0.01
2000,-125.0563,56.8412,4
2000,-125.0279,52.0649,0.01
2000,-125.0077,49.6915,0.001
2000,-125.0053,51.8793,0.009
2000,-125,49.25,0
2000,-125,49.2667,0
2000,-125,56.9333,0.1
2000,-124.9867,49.7133,0.01
2000,-124.9858,50.1169,0
2000,-124.9547,49.3835,0.2
2000,-124.9282,54.3572,0
2000,-124.9183,49.275,0.01
2000,-124.9132,54.0783,0
2000,-124.9128,50.1491,0
2000,-124.9098,51.9698,0.1
2000,-124.9097,49.3034,0
2000,-124.9,49.3167,0.01
2000,-124.888,49.2813,0.01
2000,-124.8717,49.2833,0.2
2000,-124.869,54.0097,11
2000,-124.8685,49.3155,0
2000,-124.868,49.3191,0.75
2000,-124.8678,49.4437,0
2000,-124.8667,52.3833,0
2000,-124.8667,54.1167,0
2000,-124.85,54.05,0
2000,-124.85,54.0667,0.1
2000,-124.838,54.5348,6
2000,-124.8368,49.308,0
2000,-124.836,49.3083,0.5
2000,-124.8197,49.2762,0.01
2000,-124.8,49.2417,0.001
2000,-124.8,50,0
2000,-124.7917,49.1867,1
2000,-124.7875,49.9373,0.3
2000,-124.7792,49.235,0.001
2000,-124.7667,49.1667,0
2000,-124.7568,49.1883,0
2000,-124.7417,49.4958,0
2000,-124.736,49.2826,0
2000,-124.7318,49.2377,0
2000,-124.722,49.9972,0
2000,-124.7167,49.5333,0
2000,-124.7001,49.2544,0
2000,-124.7,49.3333,0.03
2000,-124.7,49.5167,0
2000,-124.6822,49.4768,0.2
2000,-124.6738,49.8445,0.25
2000,-124.6733,52.3353,0
2000,-124.6667,49.5167,0.001
2000,-124.6667,49.525,0.01
2000,-124.6587,54.6483,1.5
2000,-124.6525,54.0462,0
2000,-124.646,49.3485,NA
2000,-124.6415,49.5223,0.01
2000,-124.6388,49.5237,0
2000,-124.6346,53.804,2
2000,-124.6333,49.5167,0.031
2000,-124.6317,49.5117,0
2000,-124.6303,49.2878,0
2000,-124.6267,49.517,0.001
2000,-124.6198,48.8723,0
2000,-124.6167,49.35,0
2000,-124.6167,49.5167,0
2000,-124.6167,49.9167,0
2000,-124.6,49.2167,0
2000,-124.5938,56.1647,36
2000,-124.5921,49.9169,0
2000,-124.5902,54.0446,0
2000,-124.5853,49.2865,0.01
2000,-124.5691,49.2989,0.01
2000,-124.569,54.0882,1.5
2000,-124.55,58.67,0
2000,-124.5218,49.3226,0.06
2000,-124.5167,48.7845,1.5
2000,-124.5109,54.5698,3
2000,-124.5064,49.8834,0
2000,-124.5037,54.3736,0.1
2000,-124.4956,49.8756,0.01
2000,-124.486,49.8845,0.01
2000,-124.4833,49.9333,0
2000,-124.4588,49.6736,0
2000,-124.4557,49.8242,1
2000,-124.4432,53.921,0
2000,-124.439,49.3387,0.01
2000,-124.4371,49.3327,0.001
2000,-124.4367,50.4983,0.001
2000,-124.435,50.4933,0.01
2000,-124.4333,49.7,0
2000,-124.4333,53.5265,0.1
2000,-124.4238,49.7923,0.5
2000,-124.4223,54.4151,0
2000,-124.4167,54.45,0.5
2000,-124.4167,54.6333,0.1
2000,-124.4077,53.5205,0.1
2000,-124.4037,49.7683,0.01
2000,-124.3823,51.9003,0.4
2000,-124.3785,49.3128,0.1
2000,-124.378,49.2715,0.001
2000,-124.3713,48.9883,0.5
2000,-124.363,49.3307,0.8
2000,-124.36,49.2667,0
2000,-124.3555,49.3222,0.001
2000,-124.348,49.3032,0.001
2000,-124.3368,49.852,0.2
2000,-124.3317,52.2062,0.2
2000,-124.3262,54.0291,0.1
2000,-124.32,52.3217,1
2000,-124.3167,49.3167,0
2000,-124.314,49.8025,0.01
2000,-124.3042,49.2472,0.001
2000,-124.3033,53.9882,4
2000,-124.2912,49.8843,0.001
2000,-124.2837,49.2856,0.2
2000,-124.2826,49.3078,0.2
2000,-124.2725,55.8888,0.1
2000,-124.267,49.2975,0.01
2000,-124.267,49.2993,0.003
2000,-124.2669,54.342,3.5
2000,-124.2667,49.0833,0
2000,-124.2667,49.2833,0.1
2000,-124.2592,49.2993,0
2000,-124.2399,54.4298,0.1
2000,-124.2217,53.0833,0
2000,-124.2166,54.0946,0
2000,-124.197,49.3045,0
2000,-124.185,49.095,0.01
2000,-124.1743,53.5285,0.1
2000,-124.1715,49.5055,0.001
2000,-124.1667,48.8167,0
2000,-124.1667,53.9167,0.1
2000,-124.1648,51.8109,0
2000,-124.1575,59.6667,0.1
2000,-124.1568,49.3462,0
2000,-124.1412,49.2465,0.01
2000,-124.1395,52.1077,0
2000,-124.1365,49.1932,0.01
2000,-124.1332,54.5332,0
2000,-124.131,52.0957,0
2000,-124.1227,57.791,10
2000,-124.1217,51.4217,0.1
2000,-124.1167,51.8333,0
2000,-124.1146,54.4824,0.1
2000,-124.113,48.8228,0.01
2000,-124.1046,54.0827,0
2000,-124.0928,49.1899,0.011
2000,-124.0925,49.1899,0.01
2000,-124.0877,52.1227,2.5
2000,-124.0862,52.1116,0.3
2000,-124.0817,53.92,25
2000,-124.0733,49.2076,0.001
2000,-124.067,52.1033,0
2000,-124.0667,49.2,0.01
2000,-124.0617,51.4117,3
2000,-124.061,49.2342,0
2000,-124.058,48.4692,0
2000,-124.0569,52.1276,7.1
2000,-124.05,48.4167,0
2000,-124.049,49.2238,0
2000,-124.043,49.1046,0.01
2000,-124.0415,49.1502,0
2000,-124.0315,49.2098,0.5
2000,-124,57.8333,30
2000,-123.9849,49.0726,0.001
2000,-123.9843,49.0742,0.01
2000,-123.975,49.1278,0.001
2000,-123.97,49.6758,0
2000,-123.9667,49.1167,0
2000,-123.9608,49.1432,0.8
2000,-123.9608,49.2207,0.01
2000,-123.9525,49.216,0.3
2000,-123.9523,53.9101,1
2000,-123.94970000000001,49.1315,0.001
2000,-123.9488,49.0709,0.01
2000,-123.9479,48.775,0.001
2000,-123.9374,49.1277,0
2000,-123.9251,49.0905,0.001
2000,-123.9235,48.844,0
2000,-123.921,49.5351,NA
2000,-123.9158,49.2314,0.3
2000,-123.9077,49.512,0
2000,-123.8945,49.5213,0.4
2000,-123.8945,49.5605,2.4
2000,-123.8833,49.05,0.1
2000,-123.8725,48.7687,0.1
2000,-123.8667,49.7333,0
2000,-123.8667,53.95,0
2000,-123.8565,49.5391,0.1
2000,-123.8333,48.8333,0
2000,-123.8167,48.9833,0
2000,-123.8,48.8667,0
2000,-123.7903,49.1095,0.009
2000,-123.7833,55.9833,0
2000,-123.775,49.0568,0.01
2000,-123.7685,48.5422,0
2000,-123.7667,49.4667,0
2000,-123.7608,49.4973,0.001
2000,-123.751,49.5255,0.001
2000,-123.75,48.75,0
2000,-123.736,48.8315,0.2
2000,-123.7248,48.865,0
2000,-123.7242,49.472,0.1
2000,-123.721,48.69,0.01
2000,-123.7208,48.5082,0
2000,-123.7117,48.6917,0
2000,-123.7067,52.15,0
2000,-123.7052,49.4855,0.1
2000,-123.703,48.3551,0
2000,-123.687,53.8294,0
2000,-123.6833,48.7167,0
2000,-123.6817,48.4133,0.3
2000,-123.6687,51.3178,0.009
2000,-123.6667,52.0833,0
2000,-123.6667,52.0933,0
2000,-123.6658,48.3975,0
2000,-123.6583,48.5708,0.01
2000,-123.6553,48.365,0.2
2000,-123.651,48.6577,0.5
2000,-123.6482,52.0298,0.009
2000,-123.6473,50.2636,0.1
2000,-123.6332,48.6033,0.001
2000,-123.6317,48.5807,0
2000,-123.6305,48.4059,0
2000,-123.63,48.6267,0.2
2000,-123.6264,48.6578,0
2000,-123.6036,49.4691,0.1
2000,-123.5991,49.4455,0.1
2000,-123.5872,48.7003,0.25
2000,-123.5867,52.9433,2
2000,-123.5833,49,0
2000,-123.5728,53.7123,0.2
2000,-123.57,52.9385,20
2000,-123.5667,48.8,0.001
2000,-123.5667,52.7667,0.1
2000,-123.5612,54.7088,0.2
2000,-123.5591,48.8245,0
2000,-123.5587,50.4637,0.001
2000,-123.5583,48.6292,0.1
2000,-123.5556,48.39,0.1
2000,-123.5526,53.0895,0.1
2000,-123.5523,51.6667,0.009
2000,-123.55,48.4574,0
2000,-123.5466,48.6216,0
2000,-123.5448,48.34,0
2000,-123.5391,48.8202,0
2000,-123.5333,49.4667,0
2000,-123.5333,52.9667,0.2
2000,-123.5263,49.4538,0
2000,-123.5243,48.3903,1
2000,-123.5007,53.2156,0.5
2000,-123.5,48.4173,0.3
2000,-123.5,53.8333,0.3
2000,-123.4881,50.1702,0.2
2000,-123.4833,48.75,0
2000,-123.4833,50.6833,15
2000,-123.4831,48.733,0
2000,-123.4742,48.5073,0.3
2000,-123.4668,52.1245,0.2
2000,-123.4667,48.5833,0
2000,-123.4641,49.5325,0.01
2000,-123.4457,48.8463,0
2000,-123.4177,55.0395,0.1
2000,-123.397,50.6107,0.001
2000,-123.3833,49.5,0
2000,-123.3833,53.8667,0
2000,-123.3667,48.8667,0
2000,-123.3602,52.0842,19.8
2000,-123.3574,49.5682,0
2000,-123.3561,49.3423,0.01
2000,-123.34,52.1817,0
2000,-123.3377,49.4907,0.01
2000,-123.3354,49.4997,0
2000,-123.334,49.3815,0
2000,-123.3333,49.4833,0
2000,-123.3333,50.0167,0
2000,-123.3202,57.1834,0.2
2000,-123.3083,52.0833,0.009
2000,-123.3083,52.085,0
2000,-123.306,48.4052,1
2000,-123.3025,54.026,0.1
2000,-123.2905,54.0348,0.1
2000,-123.256,50.5172,NA
2000,-123.256,50.5177,50
2000,-123.2518,52.0738,0.1
2000,-123.25,49.7383,0.006
2000,-123.25,52.1,0
2000,-123.25,52.1236,0
2000,-123.2448,55.5048,0.2
2000,-123.2333,49.445,0
2000,-123.2333,49.55,0
2000,-123.215,51.98,9
2000,-123.2013,54.7447,0
2000,-123.2,52.1083,0
2000,-123.1947,49.3942,0.009
2000,-123.1917,52.035,1.5
2000,-123.1885,52.0285,0
2000,-123.1837,52.0328,0.3
2000,-123.1815,52.0323,0.009
2000,-123.1812,55.9243,0.1
2000,-123.1767,51.9667,0
2000,-123.1667,52.0083,0.2
2000,-123.1667,55.3,0
2000,-123.1662,52.0228,0
2000,-123.165,52.0133,0.009
2000,-123.1618,52.0098,0.1
2000,-123.16,52.0117,1
2000,-123.1547,52.005,2
2000,-123.1535,52.0142,0.1
2000,-123.1533,51.995,0.009
2000,-123.1522,52.0002,4
2000,-123.1517,51.9877,1
2000,-123.151,51.9279,23.6
2000,-123.1508,51.9308,0.009
2000,-123.15,51.9383,10
2000,-123.15,52.0133,1
2000,-123.1498,51.9896,0.009
2000,-123.1482,52.0032,0.2
2000,-123.1467,52.0116,0.5
2000,-123.1417,51.9394,0.1
2000,-123.1417,52.0078,0.3
2000,-123.139,53.2841,0.001
2000,-123.1342,51.9333,0.009
2000,-123.121,50.2557,0.01
2000,-123.1198,51.923,0.1
2000,-123.1167,49.7833,NA
2000,-123.1167,50.0333,0
2000,-123.1132,50.0128,0.01
2000,-123.1125,49.9391,0
2000,-123.11,55.2578,0
2000,-123.1052,50.008,0.2
2000,-123.1026,55.4714,0
2000,-123.0902,55.4847,10
2000,-123.0892,53.9452,3
2000,-123.0887,50.2207,0.01
2000,-123.0875,54.7687,15
2000,-123.0858,50.2093,0.01
2000,-123.0833,51.9167,0
2000,-123.0833,53.8167,0
2000,-123.0833,55.25,0
2000,-123.0767,51.9217,0
2000,-123.0759,50.0864,0
2000,-123.0719,55.2785,0
2000,-123.05,53.8167,0
2000,-123.0485,50.2157,0.01
2000,-123.0454,53.8082,0
2000,-123.0387,50.2362,0.01
2000,-123.0355,59.5077,0.3
2000,-123.0352,53.8083,0
2000,-123.0333,51.8,0
2000,-123.0333,52.9083,0.3
2000,-123.0167,54.1167,0
2000,-123.0058,52.35,0
2000,-123,49.8167,0
2000,-123,50.1,0
2000,-122.9583,49.15,0.01
2000,-122.95,53.9333,8
2000,-122.9272,54.0108,0
2000,-122.9167,55.25,0
2000,-122.9,50.3367,0.01
2000,-122.8964,50.4212,0.1
2000,-122.8935,50.4193,0.3
2000,-122.8893,49.3473,0.2
2000,-122.8883,54.2733,4.3
2000,-122.8764,58.8365,1
2000,-122.8737,49.3703,0.3
2000,-122.8717,52.36,0
2000,-122.8667,50.2667,0.01
2000,-122.8619,50.2794,0
2000,-122.8618,50.2763,0.001
2000,-122.85,50.25,0
2000,-122.8333,50.2667,0.01
2000,-122.8333,50.2833,0
2000,-122.8333,53.8333,0
2000,-122.825,53.7683,0
2000,-122.8152,50.2724,NA
2000,-122.8103,52.3035,0
2000,-122.8055,57.2342,0.1
2000,-122.8048,49.3346,0.01
2000,-122.8,52.2167,35
2000,-122.7842,50.7842,1.5
2000,-122.7665,55.5125,0
2000,-122.75,57.4167,0
2000,-122.75,58.1667,0
2000,-122.7282,53.1857,0
2000,-122.7275,50.3322,0.01
2000,-122.7167,53.6833,0
2000,-122.7032,50.4003,0.01
2000,-122.7,58.9,0
2000,-122.6967,52.9883,0.1
2000,-122.6917,53.7,0
2000,-122.6667,50.3333,0.001
2000,-122.6667,55.4167,0
2000,-122.6479,57.1258,0
2000,-122.6437,52.3167,0.009
2000,-122.6418,51.5363,0.009
2000,-122.6333,54.0029,1.5
2000,-122.6333,54.0167,0
2000,-122.6333,54.3167,0
2000,-122.6295,52.0303,45
2000,-122.6233,52.605,1.5
2000,-122.6184,54.3689,0
2000,-122.6104,54.0284,8
2000,-122.6077,49.6583,0.001
2000,-122.6,50.6833,0
2000,-122.5833,50.8667,0.01
2000,-122.5833,52.0167,45
2000,-122.5667,53.9333,0
2000,-122.5545,58.5783,0
2000,-122.55,58.825,0
2000,-122.5438,53.8049,0
2000,-122.534,50.4723,0
2000,-122.5333,52.95,0
2000,-122.533,52.9697,0.1
2000,-122.5283,51.7275,0.2
2000,-122.5228,58.456,1
2000,-122.5167,57.0333,0
2000,-122.5067,52.5483,0
2000,-122.5,50.1667,0
2000,-122.5,50.85,0.01
2000,-122.5,51.95,20
2000,-122.4978,52.8095,0.2
2000,-122.495,52.6467,5
2000,-122.48,52.9983,2
2000,-122.4697,52.9085,0
2000,-122.4667,51.0333,0.01
2000,-122.46,53.9717,0
2000,-122.4587,52.8997,0.3
2000,-122.4522,52.4705,0.009
2000,-122.4435,49.8773,0
2000,-122.4248,50.6528,0.1
2000,-122.4238,53.8942,0
2000,-122.4175,50.6429,0.2
2000,-122.4174,49.8471,0.01
2000,-122.415,50.8333,0.01
2000,-122.4133,50.8333,0.01
2000,-122.4035,58.924,0.1
2000,-122.3982,52.3745,0
2000,-122.3845,50.622,0.1
2000,-122.3833,57,0
2000,-122.3828,50.607,0.1
2000,-122.3758,50.6183,0.1
2000,-122.375,49.2667,0.01
2000,-122.3688,54.2696,0.1
2000,-122.3645,50.6448,0.01
2000,-122.3557,57.4088,0
2000,-122.355,52.4183,0
2000,-122.3535,50.6433,0.1
2000,-122.3483,50.6495,0.01
2000,-122.3333,49.2667,0
2000,-122.3333,52.35,0
2000,-122.3333,56.4667,0.01
2000,-122.3253,52.423,0.009
2000,-122.303,48.3061,0
2000,-122.303,49.3061,0.011
2000,-122.3,49.3667,0
2000,-122.3,52.4167,0.009
2000,-122.2967,50.4083,0.02
2000,-122.2922,49.3484,0.001
2000,-122.2877,51.6435,0.009
2000,-122.2782,52.1245,0.009
2000,-122.2732,49.325,0.01
2000,-122.2668,51.9941,0
2000,-122.2469,49.3183,0.001
2000,-122.2395,52.31,0
2000,-122.239,52.3387,0.009
2000,-122.2366,49.2963,0
2000,-122.2333,49.3,0
2000,-122.2302,49.4948,0.25
2000,-122.2225,54.2542,0.1
2000,-122.2141,49.367,0.001
2000,-122.2093,53.7033,0.1
2000,-122.2072,51.5811,0.009
2000,-122.2061,49.1854,0.1
2000,-122.2,51.9833,0
2000,-122.2,52.1583,0.009
2000,-122.1873,52.1957,0.009
2000,-122.1833,49.0833,0.001
2000,-122.1833,49.1,0
2000,-122.1783,52.07,2
2000,-122.175,50.0508,0.01
2000,-122.1745,51.1952,0.1
2000,-122.1722,54.5157,0.1
2000,-122.169,49.334,0.2
2000,-122.1667,53.6667,0
2000,-122.1583,50.225,0.01
2000,-122.1583,50.5217,0.01
2000,-122.1583,50.525,0.01
2000,-122.1575,55.6442,0.1
2000,-122.1502,52.4834,0.1
2000,-122.15,52.3667,0
2000,-122.1439,50.5794,7
2000,-122.1333,52.17,0.1
2000,-122.1333,52.25,0.009
2000,-122.1333,52.2667,0.009
2000,-122.1333,52.3833,0
2000,-122.131,52.0957,0.2
2000,-122.1303,52.262,0.009
2000,-122.1283,52.1617,0.009
2000,-122.1167,52.15,0
2000,-122.1127,50.8532,0.3
2000,-122.11,58.4083,10
2000,-122.1083,50.5,0.01
2000,-122.1083,51.9833,0.2
2000,-122.1,50.5,0.01
2000,-122.1,50.5917,0.01
2000,-122.1,50.6083,0.01
2000,-122.1,50.6338,0.01
2000,-122.1,52.2667,20
2000,-122.0887,54.4482,0
2000,-122.0833,50.575,0.01
2000,-122.0833,52.525,0
2000,-122.0833,53.0833,0
2000,-122.0833,54.1084,0
2000,-122.0697,55.9807,70
2000,-122.0667,49.0333,0
2000,-122.0667,49.2333,0
2000,-122.0667,52.1167,0
2000,-122.0569,49.0504,0.001
2000,-122.0503,52.119,0
2000,-122.0403,54.6123,0.1
2000,-122.0333,54.25,0.1
2000,-122.03,49.0218,0
2000,-122.0216,50.6988,0.1
2000,-122.0123,58.7752,6
2000,-122.0035,59.4892,0
2000,-121.9963,50.566,0.1
2000,-121.9782,58.7415,0.1
2000,-121.9767,51.9133,0.1
2000,-121.9767,52.015,5
2000,-121.9702,53.2872,3.8
2000,-121.9582,49.6205,0.001
2000,-121.9565,50.8342,0
2000,-121.955,51.9233,0
2000,-121.95,49.25,0.1
2000,-121.9477,52.3708,0.009
2000,-121.9461,56.2197,7
2000,-121.9457,49.2246,0.001
2000,-121.9217,51.5402,2.7
2000,-121.921,52.0893,0.009
2000,-121.9167,49.3833,0
2000,-121.9132,54.3818,0.1
2000,-121.9093,55.888,0.2
2000,-121.9082,49.5006,0
2000,-121.9,52.3033,0.009
2000,-121.8998,51.8957,2
2000,-121.8833,50.6667,0
2000,-121.8792,52.3383,0.2
2000,-121.8693,49.4362,0
2000,-121.8658,55.3833,0
2000,-121.8583,49.265,0.01
2000,-121.8506,55.6172,0.3
2000,-121.85,52.1167,0
2000,-121.85,55.8417,51.2
2000,-121.8455,50.7796,0.1
2000,-121.8418,50.8783,0.1
2000,-121.8395,50.8627,0.1
2000,-121.8342,49.5167,0.5
2000,-121.8333,49.55,0.01
2000,-121.8333,59.25,0
2000,-121.8295,52.2483,0
2000,-121.8243,50.923,3.5
2000,-121.8226,49.4655,0.001
2000,-121.818,49.0687,0
2000,-121.809,56.3297,0.2
2000,-121.8083,50.6583,0.01
2000,-121.808,49.265,1.5
2000,-121.8055,54.3362,0.1
2000,-121.8,50.5667,0
2000,-121.7917,51.93,0
2000,-121.7867,50.687,0.1
2000,-121.7833,50.525,0.1
2000,-121.7748,49.1442,0
2000,-121.768,49.3048,0.001
2000,-121.7675,50.999,0.1
2000,-121.7667,52.4667,0
2000,-121.762,49.487,0.001
2000,-121.7589,53.5431,0
2000,-121.75,49.9833,0
2000,-121.75,51.35,2
2000,-121.75,56.5833,0
2000,-121.75,58.8,0
2000,-121.7412,50.5478,0.1
2000,-121.7333,50.8667,0
2000,-121.7333,51.9,0.009
2000,-121.7167,50.9667,0.01
2000,-121.6908,49.0872,0
2000,-121.6833,49.1833,0
2000,-121.6833,52.425,2.5
2000,-121.683,55.85,34.6
2000,-121.6816,50.3739,10
2000,-121.6675,51.8667,0.2
2000,-121.662,55.8528,9
2000,-121.662,56.6603,0.1
2000,-121.655,51.33,0.009
2000,-121.65,49.0667,0.001
2000,-121.65,49.1,0
2000,-121.6431,50.2929,0.1
2000,-121.6264,49.2647,0.01
2000,-121.6167,53.8833,0
2000,-121.6029,56.7331,4
2000,-121.6,51.2733,0.009
2000,-121.6,55.8667,0
2000,-121.5864,50.2665,2
2000,-121.5863,51.087,0
2000,-121.586,52.9897,0.1
2000,-121.5833,51.0833,0.009
2000,-121.5692,49.1288,0.01
2000,-121.5667,49.1106,0
2000,-121.5667,49.1333,0
2000,-121.5667,50.25,3
2000,-121.5667,51.0833,0.009
2000,-121.5667,55.6167,0
2000,-121.5583,51.0917,0.009
2000,-121.5583,51.55,10
2000,-121.5481,50.3791,0.01
2000,-121.5474,50.0348,0.1
2000,-121.5443,50.2557,4
2000,-121.5405,51.1951,0
2000,-121.5337,50.0307,0.2
2000,-121.5333,55.6833,0.1
2000,-121.5333,56.3167,0
2000,-121.5318,58.4103,1
2000,-121.5297,56.287,0
2000,-121.5293,49.9873,0.01
2000,-121.5167,50.6,0.03
2000,-121.5167,55.425,0.1
2000,-121.5167,55.7,0
2000,-121.5143,55.4192,0.3
2000,-121.5083,51.825,0.009
2000,-121.505,55.7283,0
2000,-121.5,51.0917,3
2000,-121.5,55.7067,0
2000,-121.5,55.7667,0.1
2000,-121.5,55.7833,0
2000,-121.4918,56.207,5
2000,-121.4833,49.9833,0
2000,-121.4762,54.0396,0.2
2000,-121.4707,51.9137,0.1
2000,-121.4672,49.3387,0.01
2000,-121.464,52.2827,0.009
2000,-121.4628,55.8045,2
2000,-121.4595,49.4005,0
2000,-121.459,58.9771,0.2
2000,-121.45,53.8833,0.2
